,County,NAME,18-24-00num,18-24-00per,25-34-00num,25-34-00per,18-24-10num,18-24-10per,25-34-10num,25-34-10per,‚ÄùPopulation aged 18-24, number," 2006-2010 5-yr est""","Population aged 18-24, percent, 2006-2010 5-yr est","Population aged 18-24, percent, 2006-2010 5-yr est, Margin of Error","Population aged 25-34, number, 2006-2010 5-yr est","Population aged 25-34, percent, 2006-2010 5-yr est","Population aged 25-34, percent, 2006-2010 5-yr est, Margin of Error",Unnamed: 18,total00,total10
146,Cuyahoga,1214.03,305.0,7.95,454.0,11.84,287,10.13,309,10.91,240,8.31,6.91,267,9.25,3.47,,,,759.0,596
147,Cuyahoga,1215.0,262.0,7.29,384.0,10.68,291,9.84,250,8.45,300,8.71,5.36,434,12.59,5.27,,,,646.0,541
148,Cuyahoga,1217.0,272.0,6.6,393.0,9.53,280,7.43,276,7.33,285,7.23,4.83,397,10.07,4.17,,,,665.0,556
149,Cuyahoga,1218.0,136.0,6.85,189.0,9.52,125,7.37,156,9.2,77,4.73,11.1,118,7.25,8.83,,,,325.0,281
150,Cuyahoga,1219.0,113.0,6.86,175.0,10.63,109,7.74,143,10.16,77,6.35,14.38,132,10.89,6.15,,,,288.0,252
151,Cuyahoga,1221.0,178.92,4.92,312.8,8.6,238,7.42,228,7.11,210,6.07,5.6,303,8.76,3.96,,,,491.72,466
152,Cuyahoga,1222.0,153.02,6.74,259.07,11.41,153,8.35,171,9.33,126,7.01,7.88,289,16.07,7.55,,,,412.09000000000003,324
153,Cuyahoga,1223.0,142.09,6.46,196.3,8.92,142,7.44,163,8.54,298,13.94,8.01,144,6.74,4,,,,338.39,305
154,Cuyahoga,1231.0,121.0,4.6,452.0,17.19,127,5.14,379,15.33,149,5.68,6.95,302,11.51,3.44,,,,573.0,506
155,Cuyahoga,1232.0,147.0,4.75,600.0,19.4,176,5.89,480,16.07,165,5.3,5.89,512,16.45,3.91,,,,747.0,656
156,Cuyahoga,1234.0,191.0,4.86,583.0,14.82,256,6.98,499,13.62,289,7.35,4.08,529,13.46,3.51,,,,774.0,755
157,Cuyahoga,1235.01,354.0,8.54,772.0,18.62,316,9.08,532,15.28,179,4.86,3.92,699,18.97,4.93,,,,1126.0,848
158,Cuyahoga,1235.02,234.0,9.14,536.0,20.93,227,9.29,456,18.67,163,6.41,7.41,658,25.87,7.74,,,,770.0,683
159,Cuyahoga,1236.01,191.0,6.11,605.0,19.35,179,6.17,433,14.92,126,4.31,6.29,537,18.38,4.33,,,,796.0,612
160,Cuyahoga,1236.02,186.0,5.79,487.0,15.16,193,6.43,337,11.23,143,4.55,5.82,255,8.12,3.41,,,,673.0,530
161,Cuyahoga,1236.03,230.0,6.48,597.0,16.82,189,5.88,461,14.35,132,4.08,4.23,582,17.97,3.52,,,,827.0,650
162,Cuyahoga,1237.0,159.0,5.77,420.0,15.23,153,6.24,307,12.52,109,4.09,6.68,396,14.85,4.05,,,,579.0,460
163,Cuyahoga,1238.0,204.0,9.17,371.0,16.67,233,9.36,436,17.51,239,10.69,8.65,373,16.68,4.91,,,,575.0,669
164,Cuyahoga,1239.0,275.0,8.3,551.0,16.63,289,9.52,411,13.54,255,8.58,6.96,614,20.67,4.97,,,,826.0,700
165,Cuyahoga,1241.0,425.0,7.86,973.0,18.01,463,9.38,657,13.32,283,5.54,4.1,500,9.8,2.86,,,,1398.0,1120
166,Cuyahoga,1242.01,216.0,8.38,371.0,14.39,199,7.66,356,13.7,337,13.06,5.75,335,12.98,4.59,,,,587.0,555
167,Cuyahoga,1242.02,122.0,6.27,260.0,13.36,107,6.37,198,11.79,103,6.18,7.8,190,11.39,4.29,,,,382.0,305
168,Cuyahoga,1243.0,295.0,6.81,726.0,16.75,302,7.48,576,14.26,304,6.92,4.81,655,14.91,3.24,,,,1021.0,878
169,Cuyahoga,1245.0,224.0,6.26,602.0,16.82,279,8.07,442,12.79,125,3.44,4.93,678,18.63,4.37,,,,826.0,721
170,Cuyahoga,1246.0,358.0,8.33,730.0,16.98,356,8.97,525,13.22,371,9.6,4.71,553,14.3,3.59,,,,1088.0,881
171,Cuyahoga,1261.0,273.0,9.29,383.0,13.03,314,10.49,373,12.47,296,8.55,4.48,428,12.37,2.36,,,,656.0,687
172,Cuyahoga,1275.01,402.0,8.73,562.0,12.21,337,10.65,298,9.42,343,10.89,5.48,322,10.23,3.72,,,,964.0,635
173,Cuyahoga,1301.03,215.0,4.63,254.0,5.47,191,4.22,248,5.48,281,5.95,1.81,161,3.41,1.42,,,,469.0,439
174,Cuyahoga,1301.04,166.0,3.96,342.0,8.16,209,5,266,6.36,222,5.18,1.7,305,7.11,2.21,,,,508.0,475
175,Cuyahoga,1301.05,170.0,4.6,584.0,15.79,126,3.59,399,11.38,109,3.13,5.18,323,9.27,2.42,,,,754.0,525
176,Cuyahoga,1301.06,160.0,4.51,469.0,13.21,151,4.4,418,12.17,122,3.87,5.65,199,6.31,2.42,,,,629.0,569
177,Cuyahoga,1311.02,91.96,2.69,144.12,4.22,127,3.82,150,4.51,155,4.52,3.88,215,6.27,2.77,,,,236.07999999999998,277
178,Cuyahoga,1311.03,177.0,3.97,218.0,4.89,212,4.9,276,6.38,263,5.93,3.34,324,7.31,2.19,,,,395.0,488
179,Cuyahoga,1311.04,101.0,2.31,352.0,8.06,120,2.79,532,12.37,55,1.35,4.24,421,10.34,3.08,,,,453.0,652
180,Cuyahoga,1321.0,290.8,5.59,744.0,14.3,361,7.4,501,10.27,316,7.14,4.05,337,7.62,3.01,,,,1034.8,862
181,Cuyahoga,1322.0,222.0,7.05,417.0,13.25,215,7.21,363,12.18,244,6.78,4.29,385,10.7,4.51,,,,639.0,578
182,Cuyahoga,1323.01,291.01,8.03,686.01,18.92,232,7.06,505,15.36,210,6.37,4.55,636,19.3,5.56,,,,977.02,737
183,Cuyahoga,1323.02,173.0,7.73,389.0,17.37,164,8.49,255,13.21,135,7.17,7.76,177,9.39,4,,,,562.0,419
184,Cuyahoga,1331.03,226.87,6.65,465.68,13.65,264,8.03,350,10.64,199,6.62,5.08,507,16.87,5.19,,,,692.55,614
185,Cuyahoga,1331.04,333.0,11.87,575.0,20.5,297,11.1,386,14.42,389,13.39,5.74,485,16.69,5.21,,,,908.0,683
186,Cuyahoga,1341.0,69.0,5.19,186.0,13.98,162,10.25,238,15.06,192,12.16,5.57,176,11.15,5.15,,,,255.0,400
187,Cuyahoga,1342.03,124.98,5.92,292.83,13.86,176,5.75,520,16.98,303,11.14,6.41,515,18.94,3.37,,,,417.81,696
188,Cuyahoga,1342.04,432.0,9.5,579.0,12.74,602,13.74,538,12.28,455,10.48,3.72,555,12.78,3.47,,,,1011.0,1140
189,Cuyahoga,1342.05,208.0,6.9,290.0,9.62,187,6.92,296,10.95,126,4.15,4.35,374,12.32,4.29,,,,498.0,483
190,Cuyahoga,1342.06,228.0,7.06,385.99,11.95,214,7.22,397,13.4,145,4.67,5.69,518,16.69,4.36,,,,613.99,611
191,Cuyahoga,1343.0,2010.6,42.24,368.72,7.75,2072,47.05,266,6.04,1887,44.9,8.75,211,5.02,2.25,,,,2379.3199999999997,2338
192,Cuyahoga,1351.03,77.0,3.6,178.0,8.32,99,4.46,211,9.5,146,6.51,6.03,183,8.16,2.86,,,,255.0,310
193,Cuyahoga,1351.04,179.0,4.14,228.0,5.27,211,5.14,210,5.12,176,4.65,3.53,124,3.27,3.55,,,,407.0,421
194,Cuyahoga,1351.05,244.0,4.47,417.0,7.64,312,5.27,407,6.88,402,6.41,3.15,200,3.19,1.48,,,,661.0,719
195,Cuyahoga,1351.06,70.0,4.79,76.0,5.2,77,5.43,81,5.71,27,2.17,13.65,114,9.15,3.91,,,,146.0,158
196,Cuyahoga,1361.01,388.0,6.26,903.0,14.58,435,7.1,740,12.07,491,8.39,2.36,653,11.16,2.83,,,,1291.0,1175
197,Cuyahoga,1361.02,270.0,6.15,720.0,16.4,420,5.67,967,13.06,555,8.12,2.8,757,11.08,2.72,,,,990.0,1387
198,Cuyahoga,1361.03,271.0,5.04,369.0,6.86,368,6.28,388,6.62,258,4.31,2.78,680,11.36,2.76,,,,640.0,756
199,Cuyahoga,1371.01,171.0,6.96,350.0,14.25,248,9.98,341,13.72,241,10.1,6.54,427,17.9,6.92,,,,521.0,589
200,Cuyahoga,1371.02,379.0,8.08,604.0,12.88,337,7.56,575,12.91,431,9.34,3.58,536,11.61,3.5,,,,983.0,912
201,Cuyahoga,1371.03,315.0,7.09,629.0,14.16,299,7.07,500,11.82,169,4.07,4.48,511,12.3,2.37,,,,944.0,799
202,Cuyahoga,1381.05,174.83,9.09,317.88,16.52,119,8.93,182,13.66,104,7.45,3.84,221,15.83,5.81,,,,492.71000000000004,301
203,Cuyahoga,1381.06,306.0,8.55,469.0,13.11,312,9.28,397,11.8,309,8.88,6.82,482,13.86,4.23,,,,775.0,709
204,Cuyahoga,1381.07,147.0,6.63,243.0,10.97,147,7.1,220,10.62,39,1.99,8.77,288,14.66,4.51,,,,390.0,367
205,Cuyahoga,1381.08,325.0,7.42,485.0,11.08,299,7.49,370,9.26,452,10.84,4.51,250,6,2.42,,,,810.0,669
206,Cuyahoga,1381.09,267.0,5.84,512.0,11.19,296,7.02,389,9.23,298,6.76,2.42,376,8.53,2.33,,,,779.0,685
207,Cuyahoga,1381.1,299.0,6.58,504.0,11.08,281,6.63,426,10.06,247,6.09,3.85,449,11.06,2.93,,,,803.0,707
208,Cuyahoga,1401.0,141.72,7.79,186.55,10.26,111,7.22,145,9.43,47,2.87,10.62,130,7.94,4.35,,,,328.27,256
209,Cuyahoga,1403.01,240.0,8.68,347.0,12.55,199,8.73,248,10.88,366,15.31,10.26,286,11.97,7.28,,,,587.0,447
210,Cuyahoga,1403.02,159.0,6.23,301.0,11.79,133,5.64,293,12.43,139,5.11,5.67,474,17.42,5.29,,,,460.0,426
211,Cuyahoga,1404.0,256.0,7.69,536.0,16.09,213,7.06,418,13.85,245,7.46,4.73,436,13.27,3.38,,,,792.0,631
212,Cuyahoga,1405.0,249.0,6.67,630.0,16.87,262,7.92,429,12.96,238,7.12,6.17,458,13.7,3.94,,,,879.0,691
213,Cuyahoga,1406.0,202.0,13.83,203.0,13.89,109,8.74,163,13.07,248,16.88,11.34,216,14.7,6.1,,,,405.0,272
214,Cuyahoga,1407.01,318.0,9.93,428.0,13.36,248,9.43,349,13.27,158,6.25,5.71,340,13.44,4.96,,,,746.0,597
215,Cuyahoga,1407.02,194.0,9.67,283.0,14.11,191,10.63,270,15.03,185,10.13,10.37,256,14.01,5.2,,,,477.0,461
216,Cuyahoga,1408.0,243.99,6.51,439.96,11.74,233,6.5,508,14.17,268,6.72,4.91,647,16.22,3.8,,,,683.95,741
217,Cuyahoga,1409.0,179.0,7.87,252.56,11.1,184,9.6,237,12.37,192,9.28,9.6,279,13.49,5.16,,,,431.56,421
218,Cuyahoga,1410.0,295.24,19.19,365.19,23.74,216,16.68,284,21.93,186,15.84,15.81,304,25.89,7.89,,,,660.4300000000001,500
219,Cuyahoga,1411.0,767.0,18.75,1460.0,35.69,938,21.29,1562,35.45,869,20.77,6.74,1392,33.27,5.82,,,,2227.0,2500
220,Cuyahoga,1412.0,427.0,12.32,830.0,23.95,363,11.49,784,24.82,323,10.59,6.58,631,20.69,4.62,,,,1257.0,1147
221,Cuyahoga,1413.0,223.0,9.91,391.0,17.38,847,31.83,321,12.06,1231,44.39,9.67,348,12.55,5.6,,,,614.0,1168
222,Cuyahoga,1414.0,106.0,3.81,317.0,11.39,112,4.1,232,8.5,106,4.03,6.7,232,8.82,3,,,,423.0,344
223,Cuyahoga,1415.0,152.0,8.16,376.0,20.19,124,7.29,327,19.24,134,7.55,8.22,172,9.69,3.57,,,,528.0,451
224,Cuyahoga,1416.01,89.0,4.77,353.0,18.92,90,5.24,249,14.49,109,6.56,10.69,306,18.42,5.31,,,,442.0,339
225,Cuyahoga,1416.02,193.0,10.49,250.0,13.59,126,8.01,238,15.12,130,10.52,5.88,85,6.88,4.34,,,,443.0,364
226,Cuyahoga,1417.0,70.0,4.19,263.0,15.75,72,4.73,223,14.65,77,5.52,12.56,131,9.4,4.53,,,,333.0,295
227,Cuyahoga,1501.0,358.0,8.79,543.0,13.33,258,10.23,267,10.59,162,6.58,5.56,432,17.55,5.99,,,,901.0,525
228,Cuyahoga,1503.0,208.0,8.58,326.0,13.45,136,8.26,160,9.72,237,11.92,10.48,207,10.41,5.67,,,,534.0,296
229,Cuyahoga,1504.0,283.0,9.88,362.0,12.64,186,11.35,196,11.96,144,7.29,9.33,302,15.28,8.77,,,,645.0,382
230,Cuyahoga,1511.0,184.0,9.38,232.0,11.82,125,10.83,116,10.05,216,16.07,13.34,81,6.03,10,,,,416.0,241
231,Cuyahoga,1512.0,180.28,8.95,291.45,14.46,154,9.57,210,13.05,133,7.65,7.82,240,13.8,6.51,,,,471.73,364
232,Cuyahoga,1513.0,121.0,5.13,169.0,7.17,110,5.14,112,5.24,111,5.49,9.11,63,3.12,6.4,,,,290.0,222
233,Cuyahoga,1514.0,255.0,10.53,284.0,11.73,113,8.9,158,12.44,144,9.43,12.59,193,12.64,9.82,,,,539.0,271
234,Cuyahoga,1515.0,152.0,7.68,239.0,12.07,153,11.89,119,9.25,141,9.13,12,254,16.45,8.23,,,,391.0,272
235,Cuyahoga,1516.0,273.89,12.61,426.85,19.66,190,13.56,210,14.99,148,10.39,13.31,282,19.8,8.23,,,,700.74,400
236,Cuyahoga,1517.0,241.0,10.04,238.0,9.92,151,10.88,159,11.46,273,17.53,9.86,124,7.96,9.33,,,,479.0,310
237,Cuyahoga,1518.0,189.0,7.88,259.0,10.81,184,10.29,163,9.11,160,8.68,7.95,69,3.74,9.83,,,,448.0,347
238,Cuyahoga,1521.01,164.0,5.72,297.0,10.37,151,6.16,235,9.58,137,5.52,7.11,199,8.01,3.09,,,,461.0,386
239,Cuyahoga,1521.02,299.0,6.01,806.0,16.2,380,7.93,575,12,295,6.28,4.69,466,9.93,3.33,,,,1105.0,955
240,Cuyahoga,1522.01,384.0,11.18,647.0,18.84,364,10.92,477,14.31,273,8.85,3.64,554,17.95,4.84,,,,1031.0,841
241,Cuyahoga,1522.02,327.0,7.15,733.0,16.03,321,7.42,538,12.44,132,3.29,4.59,346,8.63,4.69,,,,1060.0,859
242,Cuyahoga,1523.01,236.0,8.99,570.0,21.71,318,11.7,436,16.04,293,10.94,6.01,457,17.06,6.44,,,,806.0,754
243,Cuyahoga,1523.02,227.0,5.24,656.0,15.13,333,7.86,523,12.34,441,9.81,4.07,559,12.43,3.17,,,,883.0,856
244,Cuyahoga,1523.03,261.0,6.55,554.0,13.91,248,6.62,404,10.78,328,8.92,4.5,437,11.88,4.21,,,,815.0,652
245,Cuyahoga,1524.0,134.0,6.52,304.0,14.8,158,8.02,216,10.97,227,10.89,9.25,203,9.74,3.84,,,,438.0,374
246,Cuyahoga,1525.01,196.0,5.23,492.0,13.13,271,7.5,391,10.82,174,4.85,4.24,228,6.36,2.61,,,,688.0,662
247,Cuyahoga,1525.02,179.0,6.79,444.0,16.83,206,8.02,332,12.92,221,9.04,8.12,304,12.44,5.55,,,,623.0,538
248,Cuyahoga,1526.03,118.0,9.01,156.0,11.91,104,9.77,134,12.58,109,10.24,17.11,118,11.09,6.41,,,,274.0,238
249,Cuyahoga,1526.04,265.05,5.67,525.72,11.25,247,5.62,394,8.97,237,5.26,4.78,658,14.61,4.42,,,,790.77,641
250,Cuyahoga,1527.01,73.0,2.92,106.0,4.24,65,2.88,92,4.08,33,1.46,7.65,28,1.24,7.59,,,,179.0,157
251,Cuyahoga,1527.02,197.0,7.21,311.0,11.38,218,8.79,265,10.69,147,5.74,7.22,292,11.4,5.03,,,,508.0,483
252,Cuyahoga,1527.03,123.74,6.41,285.64,14.8,91,5.38,205,12.12,158,9.17,10.71,240,13.93,5.01,,,,409.38,296
253,Cuyahoga,1531.03,166.0,6.2,265.0,9.9,142,5.61,279,11.01,122,4.55,6.64,436,16.26,3.75,,,,431.0,421
254,Cuyahoga,1531.04,181.94,5.74,424.78,13.39,203,6.48,470,15,156,5.47,6.35,635,22.27,4.05,,,,606.72,673
255,Cuyahoga,1531.05,254.0,6.43,704.0,17.81,271,7.06,630,16.4,162,4.59,3.97,528,14.94,3.48,,,,958.0,901
256,Cuyahoga,1531.06,210.0,5.35,428.0,10.91,257,6.94,446,12.04,286,7.35,3.8,507,13.02,3.18,,,,638.0,703
257,Cuyahoga,1531.07,196.56,5.12,424.42,11.06,191,5.29,371,10.27,273,6.94,3.84,423,10.75,3.3,,,,620.98,562
258,Cuyahoga,1541.0,189.0,8.06,361.0,15.39,196,8.99,293,13.45,139,7.28,9.6,277,14.51,5.31,,,,550.0,489
259,Cuyahoga,1542.0,147.0,8.79,293.0,17.51,143,9.4,212,13.94,208,12.36,11.66,231,13.73,6.46,,,,440.0,355
260,Cuyahoga,1543.0,98.0,7.14,139.0,10.13,92,8.48,106,9.77,22,2.6,20.09,66,7.79,15.71,,,,237.0,198
261,Cuyahoga,1544.0,287.0,8.85,490.0,15.11,250,8.74,368,12.86,193,6.84,6.74,326,11.55,4.19,,,,777.0,618
262,Cuyahoga,1545.01,242.0,6.25,499.0,12.88,264,7.22,421,11.52,336,8.2,4.35,385,9.39,2.58,,,,741.0,685
263,Cuyahoga,1545.02,238.0,7.7,343.0,11.1,330,10.58,387,12.4,357,12.23,5.11,215,7.37,3.19,,,,581.0,717
264,Cuyahoga,1546.01,305.9,6.46,623.14,13.16,391,8.34,563,12.01,236,5.31,4.39,447,10.06,3.53,,,,929.04,954
265,Cuyahoga,1546.03,228.0,7.03,477.0,14.71,232,7.48,362,11.67,240,6.87,2.8,375,10.74,2.93,,,,705.0,594
266,Cuyahoga,1546.04,269.0,6.46,560.0,13.46,317,7.83,523,12.92,311,7.65,3.65,529,13.02,2.93,,,,829.0,840
267,Cuyahoga,1547.0,231.98,7.73,368.93,12.29,232,8.97,247,9.55,198,7.12,5.58,380,13.67,4.41,,,,600.91,479
268,Cuyahoga,1551.01,298.72,6.3,286.74,6.05,321,6.1,309,5.87,317,6.21,2.84,344,6.74,2.14,,,,585.46,630
269,Cuyahoga,1551.02,192.33,5.73,192.9,5.75,195,6.32,239,7.75,177,5.64,2.19,312,9.93,3.36,,,,385.23,434
270,Cuyahoga,1561.01,84.89,5.99,115.87,8.17,99,7.06,108,7.7,142,11.02,4.82,86,6.68,3.29,,,,200.76,207
271,Cuyahoga,1561.02,343.0,6.03,385.0,6.77,335,5.85,378,6.6,392,6.77,3.73,299,5.16,1.94,,,,728.0,713
272,Cuyahoga,1601.0,135.0,6.38,268.0,12.66,127,6.46,256,13.02,169,8.3,6.93,294,14.45,5.94,,,,403.0,383
273,Cuyahoga,1602.0,231.0,9.56,546.0,22.6,258,11.14,596,25.72,238,11.16,6.94,477,22.37,6.22,,,,777.0,854
274,Cuyahoga,1603.0,192.0,8.92,477.0,22.17,217,10.73,364,17.99,217,10.71,9.85,447,22.05,8.55,,,,669.0,581
275,Cuyahoga,1604.0,352.0,9.47,791.0,21.27,338,9.95,659,19.4,283,8.44,5.02,813,24.23,5.07,,,,1143.0,997
276,Cuyahoga,1605.0,263.0,6.21,481.0,11.36,257,6.83,473,12.57,328,9.12,4.91,437,12.15,3.56,,,,744.0,730
277,Cuyahoga,1606.01,414.0,7.98,1294.0,24.96,386,7.77,1246,25.09,521,10.95,5.12,996,20.94,4.45,,,,1708.0,1632
278,Cuyahoga,1606.02,628.0,17.84,808.0,22.95,371,12.61,689,23.42,288,8.7,6.11,792,23.93,4.62,,,,1436.0,1060
279,Cuyahoga,1607.0,244.0,14.31,515.0,30.21,238,14.64,545,33.52,306,19.82,10.3,358,23.19,7.25,,,,759.0,783
280,Cuyahoga,1608.0,114.0,10.03,279.0,24.54,96,9.81,256,26.15,127,11.67,16.81,346,31.8,6.7,,,,393.0,352
281,Cuyahoga,1609.0,363.0,9.25,828.0,21.1,340,9.28,734,20.04,366,10.29,4.9,739,20.77,5.18,,,,1191.0,1074
282,Cuyahoga,1610.0,216.0,10.1,454.0,21.23,186,10.24,384,21.15,321,16.12,10.29,440,22.1,6.82,,,,670.0,570
283,Cuyahoga,1611.0,337.0,8.37,866.0,21.5,340,9.04,722,19.19,447,10.89,4.39,667,16.25,4.04,,,,1203.0,1062
284,Cuyahoga,1612.0,291.0,9.27,686.0,21.86,223,7.42,613,20.41,351,10.89,3.99,715,22.18,4.47,,,,977.0,836
285,Cuyahoga,1613.0,253.0,8,607.0,19.2,249,8.37,582,19.56,180,6.18,4.76,530,18.19,4.17,,,,860.0,831
286,Cuyahoga,1614.0,354.0,9.17,753.0,19.5,319,9.1,676,19.29,478,12.6,5.33,815,21.48,5.03,,,,1107.0,995
287,Cuyahoga,1615.0,437.0,9.95,970.0,22.09,403,10.12,821,20.62,572,14.02,5.42,693,16.99,3.72,,,,1407.0,1224
288,Cuyahoga,1616.0,183.0,8.03,374.0,16.42,245,11.5,284,13.33,155,7.43,6.85,398,19.08,6.07,,,,557.0,529
289,Cuyahoga,1617.0,241.0,10.87,454.0,20.48,230,10.62,393,18.14,121,5.82,8.69,442,21.27,6.33,,,,695.0,623
290,Cuyahoga,1618.0,139.0,10.51,277.0,20.95,139,12.11,205,17.86,54,5.39,17.26,225,22.46,9.09,,,,416.0,344
291,Cuyahoga,1701.01,140.77,4.47,401.33,12.75,170,5.89,411,14.25,85,3.16,6.53,269,9.99,3.09,,,,542.1,581
292,Cuyahoga,1701.02,280.0,5.23,702.0,13.1,273,5.51,766,15.45,447,8.93,3.65,631,12.61,3.44,,,,982.0,1039
293,Cuyahoga,1702.01,97.98,3.46,264.97,9.35,102,4.51,226,10,91,4.06,7.91,193,8.62,3.83,,,,362.95000000000005,328
294,Cuyahoga,1702.02,197.95,5.01,436.93,11.07,173,4.44,508,13.03,328,7.8,4.41,315,7.49,2.47,,,,634.88,681
