,County,NAME,18-24-00num,18-24-00per,25-34-00num,25-34-00per,18-24-10num,18-24-10per,25-34-10num,25-34-10per,‚ÄùPopulation aged 18-24, number," 2006-2010 5-yr est""","Population aged 18-24, percent, 2006-2010 5-yr est","Population aged 18-24, percent, 2006-2010 5-yr est, Margin of Error","Population aged 25-34, number, 2006-2010 5-yr est","Population aged 25-34, percent, 2006-2010 5-yr est","Population aged 25-34, percent, 2006-2010 5-yr est, Margin of Error",Unnamed: 18,total00,total10
295,Cuyahoga,1711.02,387.2,6.86,716.0,12.68,407,8.05,587,11.61,309,6.07,3.6,576,11.31,3.76,,,,1103.2,994
296,Cuyahoga,1711.03,323.83,7.48,565.9,13.07,336,8.8,437,11.44,389,10.71,3.75,326,8.98,3.4,,,,889.73,773
297,Cuyahoga,1711.04,373.9,7.07,642.57,12.15,447,9.76,489,10.68,480,10.33,3.55,459,9.88,3.38,,,,1016.47,936
298,Cuyahoga,1712.03,179.1,6.07,476.86,16.17,211,8.04,337,12.84,179,6.11,5.26,394,13.45,4.12,,,,655.96,548
299,Cuyahoga,1712.04,142.98,6.25,302.98,13.24,166,8.09,239,11.64,149,7.26,9.47,219,10.68,8.7,,,,445.96000000000004,405
300,Cuyahoga,1712.05,190.0,6.52,464.01,15.92,193,7.63,286,11.3,126,5.03,5.53,293,11.7,4.26,,,,654.01,479
301,Cuyahoga,1712.06,163.37,6.1,360.26,13.45,153,6.17,297,11.99,176,6.47,7.03,336,12.36,3.96,,,,523.63,450
302,Cuyahoga,1721.01,166.0,6.07,373.0,13.65,164,6.25,342,13.03,211,8.43,7.3,294,11.75,3.49,,,,539.0,506
303,Cuyahoga,1721.02,301.0,7.82,602.0,15.64,261,6.9,596,15.76,292,7.83,2.92,668,17.9,3.15,,,,903.0,857
304,Cuyahoga,1721.03,336.0,7,771.0,16.07,347,7.06,1043,21.23,386,7.25,4.36,1240,23.3,4.53,,,,1107.0,1390
305,Cuyahoga,1722.01,203.05,5.28,460.07,11.97,255,6.86,464,12.48,209,5.47,6.12,645,16.88,3.87,,,,663.12,719
306,Cuyahoga,1722.02,281.0,6.75,667.0,16.01,340,8.26,642,15.6,316,8.47,3.42,570,15.27,4.96,,,,948.0,982
307,Cuyahoga,1731.03,159.0,5.69,241.0,8.62,165,5.94,214,7.7,190,6.93,5.32,257,9.37,3.37,,,,400.0,379
308,Cuyahoga,1731.04,265.97,6.81,523.95,13.42,264,5.64,607,12.97,241,5.66,2.36,438,10.29,2.76,,,,789.9200000000001,871
309,Cuyahoga,1731.05,167.0,6.42,185.0,7.11,135,5.54,173,7.1,207,8.26,5.76,117,4.67,2.27,,,,352.0,308
310,Cuyahoga,1731.06,388.0,11.15,683.0,19.62,334,9.44,728,20.56,225,6.22,4.17,922,25.48,4.93,,,,1071.0,1062
311,Cuyahoga,1731.07,154.43,5.59,301.34,10.91,164,6.54,229,9.13,194,7.25,5.38,258,9.64,3.01,,,,455.77,393
312,Cuyahoga,1741.03,244.0,7.7,262.0,8.26,206,6.79,267,8.79,321,10.1,3.21,385,12.11,3.55,,,,506.0,473
313,Cuyahoga,1741.04,146.0,5.62,185.0,7.12,198,7.89,191,7.61,124,5.07,5.4,182,7.43,2.93,,,,331.0,389
314,Cuyahoga,1741.05,196.0,6.11,278.0,8.67,197,6.51,275,9.09,138,4.32,4.12,308,9.65,2.82,,,,474.0,472
315,Cuyahoga,1741.06,296.0,8.61,438.0,12.74,251,7.83,425,13.26,264,8.07,2.48,389,11.89,3.81,,,,734.0,676
316,Cuyahoga,1741.07,224.0,5.66,474.0,11.98,230,6.04,412,10.82,248,6.57,3.74,389,10.31,2.86,,,,698.0,642
317,Cuyahoga,1742.03,200.05,6.16,249.21,7.67,215,7.18,196,6.55,199,6.25,4.61,182,5.72,2.4,,,,449.26,411
318,Cuyahoga,1742.04,283.43,6.98,400.71,9.87,279,7.41,385,10.22,217,5.81,2.31,385,10.3,2.83,,,,684.14,664
319,Cuyahoga,1742.05,398.0,8.96,772.0,17.38,518,11.4,793,17.46,383,8.57,4.96,1025,22.93,5.35,,,,1170.0,1311
320,Cuyahoga,1742.06,267.0,11.02,424.0,17.5,205,8.52,415,17.24,159,7.95,9.22,273,13.66,4.83,,,,691.0,620
321,Cuyahoga,1742.07,235.0,6.58,453.0,12.68,232,6.78,424,12.39,218,6.16,2.08,409,11.55,2.95,,,,688.0,656
322,Cuyahoga,1751.03,421.0,7.59,709.0,12.78,482,7.19,1212,18.08,627,10.18,3.46,989,16.06,3.91,,,,1130.0,1694
323,Cuyahoga,1751.04,523.0,9.3,937.0,16.66,534,8.85,944,15.64,606,10.76,2.9,777,13.8,3.33,,,,1460.0,1478
324,Cuyahoga,1751.05,365.0,6.97,392.0,7.49,358,7.53,378,7.95,385,7.64,2.44,500,9.92,2.95,,,,757.0,736
325,Cuyahoga,1751.06,246.0,7.18,273.0,7.97,231,7.28,219,6.9,254,7.69,5.52,309,9.36,3.49,,,,519.0,450
326,Cuyahoga,1752.01,450.0,7.59,805.0,13.57,481,7.33,732,11.16,710,10.44,3.03,472,6.94,1.98,,,,1255.0,1213
327,Cuyahoga,1752.02,204.0,7.06,368.0,12.74,241,7.5,332,10.33,223,7.35,4.77,334,11.01,3,,,,572.0,573
328,Cuyahoga,1761.0,136.0,5.6,198.0,8.15,157,7.08,186,8.39,172,7.92,8.29,127,5.85,2.89,,,,334.0,343
329,Cuyahoga,1762.0,346.02,6.89,785.06,15.63,404,7.02,695,12.07,406,7.29,3.16,588,10.56,3.04,,,,1131.08,1099
330,Cuyahoga,1771.01,473.0,9.96,778.0,16.38,459,10.92,614,14.61,633,14.26,6.35,348,7.84,3.12,,,,1251.0,1073
331,Cuyahoga,1771.03,438.0,10.31,751.0,17.68,506,12.37,562,13.73,469,11.38,3.42,602,14.61,3.72,,,,1189.0,1068
332,Cuyahoga,1771.04,249.0,6.6,583.0,15.45,307,8.34,513,13.94,313,8.92,4.26,498,14.2,3.47,,,,832.0,820
333,Cuyahoga,1772.01,248.0,6.18,638.0,15.91,330,8.44,587,15.02,207,5.52,2.65,677,18.05,3.29,,,,886.0,917
334,Cuyahoga,1772.02,220.0,6.29,610.0,17.44,276,8.21,519,15.44,314,8.67,4.83,437,12.06,3.48,,,,830.0,795
335,Cuyahoga,1773.02,197.37,6.94,355.86,12.51,202,7.82,318,12.32,167,6.34,5.13,303,11.5,3.73,,,,553.23,520
336,Cuyahoga,1773.03,346.0,6.72,830.0,16.12,394,7.9,752,15.08,317,7.1,1.99,679,15.2,3.49,,,,1176.0,1146
337,Cuyahoga,1773.04,275.97,7.84,675.28,19.19,392,10.89,600,16.66,258,6.98,2.42,635,17.19,4.79,,,,951.25,992
338,Cuyahoga,1774.03,214.0,6.62,539.0,16.66,244,7.79,478,15.26,198,6.15,4.22,487,15.14,3.24,,,,753.0,722
339,Cuyahoga,1774.04,187.0,6.47,443.0,15.33,201,6.99,477,16.59,210,7.29,5.04,415,14.4,3.29,,,,630.0,678
340,Cuyahoga,1774.05,336.0,6.95,704.0,14.57,425,9.31,640,14.03,391,8.86,2.5,584,13.24,3.24,,,,1040.0,1065
341,Cuyahoga,1774.06,281.0,6.52,674.0,15.63,334,8.23,593,14.62,359,9.01,3.24,517,12.97,3.29,,,,955.0,927
342,Cuyahoga,1775.01,215.0,4.98,563.0,13.05,285,6.74,576,13.63,135,3.18,4.24,671,15.82,2.91,,,,778.0,861
343,Cuyahoga,1775.03,272.07,6.57,369.11,8.91,248,6.86,305,8.43,366,8.9,3.83,263,6.39,2.52,,,,641.1800000000001,553
344,Cuyahoga,1775.04,253.0,5.84,499.0,11.52,273,6.75,490,12.11,382,8.92,2.28,466,10.88,2.81,,,,752.0,763
345,Cuyahoga,1775.05,345.0,7.07,455.0,9.33,384,8.26,388,8.35,502,10.61,2.48,353,7.46,2.02,,,,800.0,772
346,Cuyahoga,1776.04,106.0,4.9,245.0,11.32,159,7.59,257,12.27,95,4.83,8.86,258,13.13,3.9,,,,351.0,416
347,Cuyahoga,1776.05,199.0,6.6,276.0,9.15,157,5.78,295,10.86,140,4.64,4.52,439,14.55,4.05,,,,475.0,452
348,Cuyahoga,1776.06,293.49,7.56,382.62,9.86,312,8.2,415,10.91,221,6.29,3.97,288,8.2,2.68,,,,676.11,727
349,Cuyahoga,1776.07,367.0,9.11,572.0,14.2,380,10.14,364,9.71,437,11.83,3.43,386,10.45,3.32,,,,939.0,744
350,Cuyahoga,1776.08,390.0,6.76,660.0,11.45,557,10.03,706,12.72,366,6.74,4.11,735,13.53,3.55,,,,1050.0,1263
351,Cuyahoga,1776.09,98.0,4.82,180.0,8.85,123,5.83,146,6.93,160,7.37,8.56,97,4.47,6.11,,,,278.0,269
352,Cuyahoga,1781.01,191.0,6.34,350.0,11.61,191,6.42,364,12.23,327,10.14,6.5,302,9.37,2.97,,,,541.0,555
353,Cuyahoga,1781.02,422.0,9.43,780.0,17.43,373,8.63,752,17.4,373,8.31,3.72,860,19.17,4.43,,,,1202.0,1125
354,Cuyahoga,1782.01,195.0,5.27,480.0,12.98,272,7.67,444,12.52,150,4.39,4.15,471,13.78,4.3,,,,675.0,716
355,Cuyahoga,1782.04,387.51,7.74,612.38,12.23,537,11.56,544,11.71,475,10.57,3.8,984,21.91,5.32,,,,999.89,1081
356,Cuyahoga,1782.05,149.0,6.35,241.0,10.27,133,5.85,261,11.49,167,7.5,8.29,355,15.95,4.69,,,,390.0,394
357,Cuyahoga,1782.06,214.0,6.88,378.0,12.15,184,6.22,383,12.95,85,2.89,5.95,420,14.3,3.17,,,,592.0,567
358,Cuyahoga,1791.01,202.5,6.42,151.75,4.81,268,8.63,144,4.64,420,12.63,13.9,208,6.26,2.78,,,,354.25,412
359,Cuyahoga,1791.02,90.0,3.11,116.0,4.01,113,3.93,102,3.55,110,4.19,6.67,165,6.28,2.83,,,,206.0,215
360,Cuyahoga,1801.02,214.04,5.42,355.22,9,208,5.3,307,7.82,203,5.9,4.16,388,11.29,3.66,,,,569.26,515
361,Cuyahoga,1801.03,177.22,5.08,311.64,8.94,251,6.95,292,8.09,274,8.11,5.66,247,7.31,3,,,,488.86,543
362,Cuyahoga,1801.04,452.28,12.72,830.26,23.35,386,12.82,545,18.11,360,9.59,4.66,733,19.52,5.17,,,,1282.54,931
363,Cuyahoga,1811.0,245.0,3.65,731.0,10.88,300,4.4,563,8.26,369,5.45,3.37,652,9.63,2.53,,,,976.0,863
364,Cuyahoga,1812.01,286.0,5,595.0,10.41,269,5.01,483,8.99,221,4.09,3.56,511,9.45,3.02,,,,881.0,752
365,Cuyahoga,1812.03,128.0,3.96,457.0,14.14,154,4.99,357,11.56,155,4.95,4.24,368,11.76,3.05,,,,585.0,511
366,Cuyahoga,1812.04,231.44,4.56,560.58,11.03,256,5.18,514,10.4,504,10.32,4.88,432,8.84,3.05,,,,792.02,770
367,Cuyahoga,1821.03,121.03,4.57,245.71,9.28,123,4.86,241,9.51,107,4.23,5.22,217,8.57,3.18,,,,366.74,364
368,Cuyahoga,1821.04,150.56,5.42,250.03,9,147,5.6,232,8.83,255,9.49,5.37,141,5.25,2.76,,,,400.59000000000003,379
369,Cuyahoga,1821.05,184.05,5.32,327.06,9.46,225,6.58,290,8.48,189,5.6,4.19,204,6.04,2.57,,,,511.11,515
370,Cuyahoga,1821.06,174.95,5.41,287.94,8.9,196,6.07,263,8.15,223,6.96,4.57,163,5.09,2.1,,,,462.89,459
371,Cuyahoga,1831.0,253.0,8.33,572.0,18.82,188,6.25,556,18.48,240,7.07,5.82,641,18.88,4.31,,,,825.0,744
372,Cuyahoga,1832.0,98.55,3.85,115.21,4.5,114,4.6,101,4.08,65,2.88,7.66,88,3.9,2.14,,,,213.76,215
373,Cuyahoga,1833.0,179.0,4.04,228.0,5.14,243,5.44,210,4.7,182,4,3.05,145,3.19,1.34,,,,407.0,453
374,Cuyahoga,1834.01,97.0,4.28,196.0,8.66,94,4.35,219,10.13,79,3.57,7.83,223,10.08,3.32,,,,293.0,313
375,Cuyahoga,1834.02,83.0,4.63,232.0,12.93,113,7.6,155,10.43,170,10.6,9.55,70,4.36,2.83,,,,315.0,268
376,Cuyahoga,1835.01,133.26,4.84,395.48,14.36,150,5.53,309,11.39,162,6.16,6.94,332,12.63,4.13,,,,528.74,459
377,Cuyahoga,1835.02,171.0,4.42,498.0,12.88,164,4.48,326,8.91,268,7.02,4.05,633,16.59,3.64,,,,669.0,490
378,Cuyahoga,1836.03,132.27,7.51,176.28,10.01,143,8.9,164,10.21,148,10.58,13.2,197,14.08,6.11,,,,308.55,307
379,Cuyahoga,1836.04,200.0,7.32,341.0,12.47,203,8.16,258,10.37,221,8.04,7.55,408,14.85,4.68,,,,541.0,461
380,Cuyahoga,1836.05,127.55,4.79,363.36,13.66,146,5.25,312,11.22,163,6.7,7.64,252,10.36,3.39,,,,490.91,458
381,Cuyahoga,1836.06,85.0,5.49,311.0,20.1,87,5.43,214,13.35,126,8.91,13.35,184,13.01,6.63,,,,396.0,301
382,Cuyahoga,1841.03,206.0,4.73,258.0,5.92,184,4.53,228,5.61,159,3.98,4.49,338,8.45,2.34,,,,464.0,412
383,Cuyahoga,1841.04,69.0,4.7,145.0,9.88,81,4.43,112,6.13,52,3.39,11.54,102,6.65,8.33,,,,214.0,193
384,Cuyahoga,1841.05,265.0,5.33,423.0,8.5,271,5.75,349,7.41,301,6.18,3,374,7.67,2.29,,,,688.0,620
385,Cuyahoga,1841.06,110.0,4.81,231.0,10.1,138,6.03,206,9,131,5.66,7.69,243,10.51,3.32,,,,341.0,344
386,Cuyahoga,1841.08,291.0,5.16,430.0,7.62,412,5.54,421,5.66,428,5.82,2.36,409,5.57,2.08,,,,721.0,833
387,Cuyahoga,1851.01,193.0,6.28,363.0,11.82,238,8.41,281,9.93,210,8.04,5.73,273,10.45,4.52,,,,556.0,519
388,Cuyahoga,1851.02,133.0,4.86,447.0,16.34,176,6.53,364,13.5,137,5.18,2.53,365,13.79,4.87,,,,580.0,540
389,Cuyahoga,1851.03,199.0,7.87,407.0,16.1,166,7.16,342,14.76,298,12.16,6.86,231,9.43,2.81,,,,606.0,508
390,Cuyahoga,1851.04,224.85,5.71,373.55,9.49,216,5.54,407,10.43,240,6.42,3.91,490,13.1,3.17,,,,598.4,623
391,Cuyahoga,1852.01,128.73,7.35,209.13,11.95,118,7.81,159,10.52,126,8.74,12.61,196,13.6,8.35,,,,337.86,277
392,Cuyahoga,1852.02,351.0,6.64,820.0,15.51,469,9.09,735,14.25,250,4.73,4.12,1072,20.28,3.84,,,,1171.0,1204
393,Cuyahoga,1852.03,330.02,7.81,580.03,13.73,862,22.21,403,10.38,833,20.08,8.27,387,9.33,2.56,,,,910.05,1265
394,Cuyahoga,1861.03,163.0,4.63,333.0,9.47,218,4.99,300,6.87,192,4.32,3.08,309,6.96,2.11,,,,496.0,518
395,Cuyahoga,1861.04,156.0,5.6,269.0,9.66,206,7.64,235,8.71,194,8.17,3.44,89,3.75,5.4,,,,425.0,441
396,Cuyahoga,1861.05,204.0,5.41,376.0,9.97,183,5.19,291,8.25,191,5.38,3.91,348,9.8,2.47,,,,580.0,474
397,Cuyahoga,1861.06,454.0,10.64,835.0,19.58,435,9.75,814,18.25,466,9.91,4.48,901,19.17,4.15,,,,1289.0,1249
398,Cuyahoga,1861.07,286.0,4.69,530.0,8.68,360,5.86,419,6.82,501,8.14,2.07,366,5.95,2.06,,,,816.0,779
399,Cuyahoga,1862.01,396.0,6.9,689.0,12.01,387,6.79,622,10.91,388,6.97,3.13,587,10.55,3.2,,,,1085.0,1009
400,Cuyahoga,1862.02,379.0,7.42,343.0,6.71,308,6.65,333,7.18,412,8.8,2.39,292,6.24,2.25,,,,722.0,641
401,Cuyahoga,1862.03,263.0,6.58,317.0,7.93,266,6.93,318,8.28,287,7.68,2.18,326,8.72,2.42,,,,580.0,584
402,Cuyahoga,1862.05,322.0,5.94,536.0,9.89,319,6.21,409,7.96,416,8.16,2.22,323,6.34,2.04,,,,858.0,728
403,Cuyahoga,1862.06,115.0,3.65,389.0,12.34,207,4.89,273,6.45,140,3.45,4.39,236,5.82,1.8,,,,504.0,480
404,Cuyahoga,1871.03,258.28,8.25,543.34,17.36,270,9.49,468,16.46,240,8.99,7.73,437,16.37,4.76,,,,801.62,738
405,Cuyahoga,1871.04,206.45,5.83,641.79,18.12,233,7.02,545,16.41,202,6.05,5.6,524,15.7,4.41,,,,848.24,778
406,Cuyahoga,1871.05,2028.0,49.9,315.0,7.75,286,13.14,265,12.18,1472,42.7,13.12,317,9.2,2.42,,,,2343.0,551
407,Cuyahoga,1871.06,177.0,5.23,588.0,17.37,1875,36.07,628,12.08,879,21.34,5.59,529,12.84,3.12,,,,765.0,2503
408,Cuyahoga,1881.03,272.54,6.98,389.83,9.99,258,7.89,287,8.78,278,9.05,4.97,228,7.42,3.4,,,,662.37,545
409,Cuyahoga,1881.04,115.33,5.14,257.55,11.49,160,8.43,209,11.02,207,10.48,7.99,198,10.03,4.99,,,,372.88,369
410,Cuyahoga,1881.05,290.04,8.27,472.13,13.46,305,9.42,348,10.75,466,14.77,4.89,236,7.48,3.31,,,,762.1700000000001,653
411,Cuyahoga,1881.06,233.0,8.33,391.0,13.97,261,10.58,314,12.73,351,12.84,5.03,448,16.39,5.09,,,,624.0,575
412,Cuyahoga,1881.07,277.04,10.89,486.29,19.12,307,11.99,428,16.71,282,10.29,7.36,469,17.12,6.11,,,,763.33,735
413,Cuyahoga,1891.05,221.0,5.33,358.0,8.63,231,5.68,362,8.9,156,3.87,3.35,334,8.3,2.38,,,,579.0,593
414,Cuyahoga,1891.07,273.06,5.22,463.22,8.85,312,6.17,400,7.91,312,6.5,3.82,437,9.11,3.03,,,,736.28,712
415,Cuyahoga,1891.08,182.0,3.77,326.0,6.76,229,4.48,333,6.51,266,4.93,1.81,249,4.62,1.61,,,,508.0,562
416,Cuyahoga,1891.09,211.0,5.82,420.0,11.59,205,5.96,322,9.37,195,5.76,5.47,479,14.14,3.82,,,,631.0,527
417,Cuyahoga,1891.1,319.0,8.14,1051.0,26.82,315,7.29,987,22.84,490,11.2,4.82,897,20.5,4.54,,,,1370.0,1302
418,Cuyahoga,1891.11,347.0,5.61,607.0,9.81,374,5.49,721,10.58,314,5.1,3.19,713,11.59,2.72,,,,954.0,1095
419,Cuyahoga,1891.12,233.0,6.15,281.0,7.42,202,5.16,231,5.9,200,4.74,1.62,271,6.43,1.92,,,,514.0,433
420,Cuyahoga,1905.02,55.0,2.07,102.11,3.84,60,2.54,69,2.92,29,1.27,7.44,31,1.35,7.48,,,,157.11,129
421,Cuyahoga,1905.03,156.0,7.94,139.0,7.08,137,7.78,153,8.69,150,7.85,9.63,192,10.05,7.57,,,,295.0,290
422,Cuyahoga,1905.04,464.53,7.22,934.07,14.53,622,5.96,1371,13.13,510,5.23,1.25,1178,12.09,1.83,,,,1398.6,1993
423,Cuyahoga,1923.0,85.0,5.46,138.0,8.86,116,7.52,132,8.55,136,9.1,2.15,95,6.36,1.92,,,,223.0,248
424,Cuyahoga,1928.0,46.0,3.44,123.0,9.2,47,3.93,89,7.44,27,1.97,12.33,131,9.57,2.7,,,,169.0,136
425,Cuyahoga,1929.0,166.11,7.62,153.13,7.02,135,6.64,139,6.83,121,6.22,1.37,131,6.73,1.48,,,,319.24,274
426,Cuyahoga,1938.0,93.99,10.38,127.0,14.02,69,6.72,112,10.91,83,9.57,19.82,152,17.53,4.92,,,,220.99,181
427,Cuyahoga,1939.0,161.75,9.34,187.27,10.81,192,15.47,135,10.88,105,6.57,10.37,141,8.82,3.03,,,,349.02,327
428,Cuyahoga,1941.0,138.63,5.75,151.74,6.29,108,4.73,132,5.79,166,7.35,7.88,81,3.59,1.51,,,,290.37,240
429,Cuyahoga,1943.0,193.3,5.64,310.49,9.07,203,5.87,313,9.05,204,5.95,2.01,260,7.59,2.66,,,,503.79,516
430,Cuyahoga,1945.0,120.7,4.82,121.5,4.85,135,5.95,130,5.73,98,4.51,5.75,139,6.4,2.23,,,,242.2,265
431,Cuyahoga,1948.0,99.5,12.06,143.25,17.36,82,9.28,119,13.46,33,3.58,13.07,176,19.11,5.09,,,,242.75,201
432,Cuyahoga,1949.0,109.96,3.39,161.71,4.99,174,5.24,193,5.81,153,4.66,4.33,111,3.38,1.95,,,,271.67,367
433,Cuyahoga,1956.0,418.0,8.11,549.0,10.65,370,7.73,524,10.95,459,9.4,3.17,310,6.35,2.29,,,,967.0,894
434,Cuyahoga,1957.0,293.0,7.12,422.0,10.25,320,6.97,458,9.98,301,6.68,3.64,503,11.17,3.02,,,,715.0,778
435,Cuyahoga,1958.0,160.0,3.98,204.0,5.07,173,4.45,183,4.71,240,6.04,3.68,157,3.95,1.58,,,,364.0,356
436,Cuyahoga,1959.0,144.0,3.46,481.0,11.57,179,4.23,275,6.5,104,2.48,4.23,429,10.23,3.04,,,,625.0,454
437,Cuyahoga,1960.0,90.88,4.97,150.97,8.25,89,5.29,116,6.9,47,2.83,10.4,35,2.11,10.61,,,,241.85,205
438,Cuyahoga,1961.0,253.91,8.5,432.83,14.49,244,8.7,365,13.01,201,7.57,5.26,411,15.48,3.32,,,,686.74,609
439,Cuyahoga,1962.0,411.0,9.56,749.0,17.43,364,11.1,449,13.7,449,11.25,5,522,13.08,3.77,,,,1160.0,813
440,Cuyahoga,1963.0,168.0,4.32,183.0,4.71,172,4.4,150,3.84,137,3.59,1.49,215,5.64,2.59,,,,351.0,322
441,Cuyahoga,1964.0,247.0,7.96,375.0,12.09,236,8.66,330,12.11,122,4.66,5.15,362,13.83,5.33,,,,622.0,566
442,Cuyahoga,1965.0,180.0,8.58,220.0,10.48,153,9.16,151,9.04,85,4.69,9.79,273,15.07,6.82,,,,400.0,304
443,Cuyahoga,9801.0,1.56,10.1,2.33,15.08,0,0,0,0,0,null,null,0,null,null,,,,3.89,0
444,Cuyahoga,9805.0,0.17,24.64,0.12,17.39,0,null,0,null,0,null,null,0,null,null,,,,0.29000000000000004,0
445,Cuyahoga,9811.0,0.0,null,0.0,null,0,null,0,null,0,null,null,0,null,null,,,,0.0,0
